coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"-71.3085,42.8839",Mon Apr 06 10:29:31 +0000 2020,beaverlakenh postivevibesonly corona,,https://www.instagram.com/p/B-otc-FlcOdgyElPdabksTVsMrXASv5leNmml80/?igshid=16qcm0znd34u0,0,1247109170337320960,,,,en,"Derry, NH",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","It's Monday, yes it's Monday! Good morning from #beaverlakenh! Have a great day! BTW, it's Monday! #postivevibesonly #corona&amp;repeat @ Derry, New Hampshire https://t.co/QJGJsJgsAE",https://twitter.com/Recruit4u/status/1247109170337320960,Tue Mar 31 03:12:11 +0000 2009,Recruit4u,false,USA Director-People & Culture #HR #Recruiter| IG @Recruit4u | Views are my own,17704,6597,6769,536,"Hampstead, NH",Steven G. Davis MS,Recruit4u,35070,,,false
"144.9661,-37.8156",Mon Apr 06 08:38:23 +0000 2020,,,https://www.instagram.com/p/B-ogu3knd4l/?igshid=gyr3n18b79q7,1,1247081204698005506,,,,en,"Melbourne, Victoria",false,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","WHAT DAY IS IT???🌪

It’s so normal to be feeling a little low &amp; lost right now especially because of the Corona virus health crisis... There’s so much bleakness around the world &amp; our wonderfully easy way of life has… https://t.co/TZ95Mrf7HX",https://twitter.com/Sarah_Roza/status/1247081204698005506,Tue Oct 04 23:10:19 +0000 2011,Sarah_Roza,false,"A sassy redhead who loves trivia, sports & dogs. All you need to know is that my favourite shops are Bunnings, Chemist Warehouse & Kmart... enough said 😘",416,1235,352,7,"Melbourne, Australia",Sarah Roza  #MAFS 👰🏼💍❤️,Sarah_Roza,1097,,,false
"75.8167,26.9167",Mon Apr 06 06:17:32 +0000 2020,chenorbyl nuclear raditation Corona,,https://www.instagram.com/p/B-oQnRugAWs/?igshid=f8jnftrqeij3,0,1247045759108886528,,,,en,"Jaipur, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Hey God please save Humanity. What is happening is not good. #chenorbyl #nuclear #raditation after #Corona @ Jaipur, Rajasthan https://t.co/XqckjhorHX",https://twitter.com/ChamanVarshney1/status/1247045759108886528,Thu Jul 02 16:08:00 +0000 2009,ChamanVarshney1,false,Human. Father of two beautiful kids. want to make them Good Human.,25734,1405,900,19,India,Chaman Varshney,ChamanVarshney1,44343,,,false
"-0.60483,51.4838",Mon Apr 06 09:23:48 +0000 2020,queenelizabeth royalfamily queen britishroyalfamily london royal england buckinghampalace britishroyals windsor royalty uk monarchy,,https://www.instagram.com/p/B-ol7rAArG_/?igshid=1epclretljxv4,0,1247092636219060224,,,,en,"Windsor, South East",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Q U E E N'S S P E E C H 
(2020) Corona Virus Emergency
#queenelizabeth #royalfamily #queen #britishroyalfamily #london #royal #england #buckinghampalace #britishroyals #windsor #royalty #uk #monarchy… https://t.co/L240jUDdrn",https://twitter.com/Nikk__Ti/status/1247092636219060224,Mon Jan 13 22:24:35 +0000 2014,Nikk__Ti,false,"#love
#music is #life
#ladygaga
IT #verona
#taurus
#bornthisway
#design
#fashiondesigner
class is a #lifestyle
#samsungnote8",863,84,395,18,"Italia, Verona",#̶🇳​🇮​🇰​,Nikk__Ti,2653,,http://www.instagram.com/nikk.ti,false
"-95.7129,37.0902",Mon Apr 06 08:44:58 +0000 2020,CovidUS,,https://corona-scanner.com/country/united-states-of-america https://twitter.com/neilellis/status/1241890008656687104,0,1247082861674536961,neilellis,1247082860445610000,14292054,en,"Kansas, USA",false,0,,,"<a href=""http://google.com"" rel=""nofollow"">t_client_cli_neilellis</a>","🇺🇸 US

Notes: Lock-downs in some States, Low Testing Rate, Chaotic, Systemic Failure Likely

🔮: 10📆 38,674💀
🔮: 127📆 12,707,516🤧 177,905💀

🦠x2: 5.7📆

See https://t.co/7II8TOvToR

🕗 06/04 #CovidUS

3/3 https://t.co/e98nivciYk",https://twitter.com/neilellis/status/1247082861674536961,Thu Apr 03 10:13:37 +0000 2008,neilellis,false,"I am a computer programmer, who also spends a lot of time on his allotment.

The end of the world, is not the end of the world.",32584,552,260,60,UK,Neil Ellis,neilellis,34706,,,false
"9.35992,11.71923",Mon Apr 06 06:45:22 +0000 2020,abel_itswell selfdependencygoviral,,https://www.instagram.com/p/B-oTpcmhrOW/?igshid=1cmk7ecp0iy5q,1,1247052764317876224,,,,en,"Dutse, Nigeria",false,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Lockdown is never lockout

Corona virus Disease 2019 should not lock you down and lock you out if daily life.

A day should not pass without achieving something.

#abel_itswell 
@abelitswell 
#selfdependencygoviral… https://t.co/rG0BtEzJGu",https://twitter.com/abelitswell/status/1247052764317876224,Tue Jul 24 19:27:35 +0000 2012,abelitswell,false,Making self dependency go viral,28,30,141,0,Jalingo Nigeria,Abel Itswell,abelitswell,369,,,false
"-74.0007613,40.7207559",Mon Apr 06 08:36:58 +0000 2020,,,http://bougieblackbrother.com/rethink-politics/2020/4/4/life-after-the-corona-virus,0,1247080846949040129,,,,en,"Manhattan, NY",false,0,,,"<a href=""http://www.squarespace.com"" rel=""nofollow"">Squarespace</a>",Life after the Corona Virus Part I  https://t.co/BQ306PNNMF,https://twitter.com/bougieblackbro/status/1247080846949040129,Wed Sep 17 01:58:06 +0000 2008,bougieblackbro,false,"technology, podcasting, all bougie things for black folk",662,154,164,18,"32.732577, -117.189463",Michael,bougieblackbro,6484,,http://bougieblackbrother.com,false
"7.1833,9.1833",Mon Apr 06 10:00:24 +0000 2020,corona colombia alaga alagacomedy comedy centralpark funny news laugh,,https://www.instagram.com/p/B-ontSSDgc-/?igshid=1fy2d8ex1j49l,1,1247101846050742272,,,,en,"Suleja, Nigeria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Corona Virus is real please stay away from China girls 
And always sanitize........... 
#corona #colombia #alaga #alagacomedy #comedy #centralpark #funny #news #laugh @ Suleja https://t.co/73F3DanjDw",https://twitter.com/Alaga_comedy/status/1247101846050742272,Thu Nov 01 11:30:07 +0000 2018,Alaga_comedy,false,"Nigerians🇳🇬 No:1 true Teller
E X T R A O D I N A R Y MAN
🙏I WAIT FOR MY TIME 🙏
ENTERTAINER AND COMEDIAN",535,120,312,0,Suleja Abuja,Alaga Comedy,Alaga_comedy,412,,https://www.youtube.com/channel/UCX62nAxT8PwzbIqq88M3j0A,false
"128,36",Mon Apr 06 09:00:06 +0000 2020,,,https://www.instagram.com/p/B-ojODxHg8-/?igshid=kpl8t87voxu1,0,1247086670656221185,,,,en,대한민국 김천시,false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Ananas Corona Bromeliad (Pineapple Plant)

But nobody stopped eating pineapple did they?

Probably because they didn't even know what the scientific name was for it.

People can be kind of dumb.

Stop being racist… https://t.co/0BE3x7Mfe5",https://twitter.com/n0shortcuts/status/1247086670656221185,Wed Aug 19 13:49:19 +0000 2015,n0shortcuts,false,"WNBF Pro
ICN iCompeteNatural Pro
WBC Korea Pro
ISSA Certified Personal Trainer
MrChungju
ICN Pro World's 4th Overall",1108,29,51,4,South Korea,Dana Archer,n0shortcuts,3094,,http://www.facebook.com/n0shortcuts,false
"77.219672,28.631747",Mon Apr 06 08:25:53 +0000 2020,delhi sanitizing corona coronavirus covid19 coronawarriors,,https://www.instagram.com/p/B-ofPxRhpt7/?igshid=19sqrfscsv421,0,1247078057405489152,,,,en,"नई दिल्ली, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","CORONA WARRIORS ...demand that your colony society be sanitized off coronavirus trace..
..South MCD in #delhi begins #sanitizing RWAs in dwarka colony societies # #corona #coronavirus #covid19 #coronawarriors
DDA… https://t.co/QHeXutMhno",https://twitter.com/PMIPL_media/status/1247078057405489152,Tue Feb 07 11:44:52 +0000 2017,PMIPL_media,false,"Exe Edu:Harvard Business School.
MA:Broadcast Journalism. MBA:Marketing.

RT & QT not endorsement.
https://t.co/kRsTw8f40i
Android App: Vision TV World",16118,203,2779,1,facebook.com/visiontvworld,Pranab Prakhar,PMIPL_media,68320,,http://www.visiontvworld.com,false
"104.91443925,11.52436615",Mon Apr 06 07:00:55 +0000 2020,nailshop Corona love Missyou Relationships urges needs Stunting ladiesbelike,,https://www.instagram.com/p/B-oVlBnAgrB/?igshid=xexot30hosng,0,1247056676005576707,,,,en,Cambodia,false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Ladies out here moving Savage 😅😅😅🤣.. Man dem getting curved for the little Chinese lady 🤔. The irony in that.. #nailshop #Corona #love #Missyou #Relationships #urges #needs #Stunting #ladiesbelike @ On The Bed..On… https://t.co/hE85aniOlY,https://twitter.com/MixMasters_uk/status/1247056676005576707,Wed Oct 20 13:15:38 +0000 2010,MixMasters_uk,false,"MIX MASTERS: International Urban Djs, Radio Presenters & Producers. For bookings email: mixmastersbookings@gmail.com",158,4332,2009,23,London UK,MIX MASTERS UK,MixMasters_uk,18349,,http://www.soundcloud.com/mixmasters_uk,false
