coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"36.77943,-1.29889",Wed Apr 01 09:01:18 +0000 2020,corona coronavirus covid stayhome,,https://www.instagram.com/p/B-brG4pFTdp/?igshid=15f1vum4sr15h,0,1245275030956544002,,,,en,"Nairobi, Kenya",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Wednesday 1st of April I wanna wish you guys good healthy and strong pockets keep on fights corona and be safe!!!! #corona #coronavirus #covid #stayhome @ Mombasa Island Kenya https://t.co/TexqlXdPM8,https://twitter.com/bandanahmiqassa/status/1245275030956544002,Sun Jul 21 13:40:52 +0000 2013,bandanahmiqassa,false,Official Twitter Account Of Musical Artiste MOHAMMED MIQASSA | East Africa 🇹🇿🇰🇪 | United Kingdom 🇬🇧bookbandanah@gmail.com,10797,6811,0,15,"EAST AFRICA, WORLDWIDE",NDANAH MIQASSA,bandanahmiqassa,22783,,https://youtu.be/0uu8AzxGmeI,false
"6.12745379,49.64968784",Wed Apr 01 08:17:02 +0000 2020,actufoot football luxembourg,,http://dlvr.it/RSy1bQ,0,1245263893682769921,,,,en,"Walferdange, Luxembourg",false,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",FOOTBALL:  Corona und der Fussball https://t.co/hJThvzurjv par FuPa Luxembourg #actufoot #football #luxembourg,https://twitter.com/fupalux/status/1245263893682769921,Wed Nov 16 13:12:13 +0000 2016,fupalux,false,Le portail web dédié au football luxembourgeois.,94,349,90,7,Luxembourg,FuPa Luxembourg,fupalux,5375,,http://www.fupa.net/luxemburg,false
"-0.32863,51.2334699",Wed Apr 01 09:01:11 +0000 2020,homeschooling stayhome corona,,https://www.instagram.com/p/B-brXf-hhna/?igshid=10j95e3fhnwac,0,1245275001563099136,,,,en,"Dorking, South East",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Play doh burgers in your favourite dress #homeschooling #stayhome #corona @ Dorking https://t.co/bRLDvrIgWX,https://twitter.com/emiliekateowen/status/1245275001563099136,Tue Jun 07 18:01:50 +0000 2011,emiliekateowen,false,Birdston Talent Management. Spotlight view: 9979-9082-7803,12,81,194,0,,Emilie-Kate Owen,emiliekateowen,236,,,false
"-79.3872,43.648",Wed Apr 01 10:04:31 +0000 2020,comedian comedy funny,,https://www.instagram.com/p/B-byRhlHij9/?igshid=qvbtv7t7w3ew,0,1245290940148875265,,,,en,"Toronto, Ontario",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","It’s Ya Boy Tizzy!!
PREVIEW II

****Full video Version coming soon****

Episode II - Corona Concerns

IG: @SoFlyyTizzy902 
Music credit: Adrian $CT thisisadrianscott 
,
,
,
,
,
,
,

#comedian #comedy #funny… https://t.co/HEuZwR9FD7",https://twitter.com/SoFlyyTizzy902/status/1245290940148875265,Sun Apr 18 17:30:46 +0000 2010,SoFlyyTizzy902,false,Recording Artist / Party Instigator / Money Getter / Fashion Icon / #SquirrelGANG / #SGMG /Booking inquires: soflyytizzy902@gmail.com,226,2274,2874,14,"Toronto,NewYork,LosAngeles,MIA",KingOfScotia,SoFlyyTizzy902,11632,,,false
"18.4503,42.4969",Wed Apr 01 08:48:05 +0000 2020,stayhome staysafe stayhealthy corona covid covid19 sarscov2 ncov2019 quarantine quarantaine tb malta visitmalta,,https://www.instagram.com/p/B-bp3RaIgii/?igshid=w5mxnajac8ji,0,1245271705804771328,,,,en,Crna Gora,false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","""The empty street had its own story. But no one was there to listen..."" - Lonelybear || #stayhome #staysafe #stayhealthy #corona #covid #covid19 #sarscov2 #ncov2019 #quarantine #quarantaine #tb #malta #visitmalta… https://t.co/7yK1jdNZ1m",https://twitter.com/ellenschepens/status/1245271705804771328,Sat Mar 31 12:40:26 +0000 2012,ellenschepens,false,Medisch Hulpverlener @LUMCSEH |@LNFirstAid |@NVBMH |@Studentenbond LSVb 14/15 |@Medical3T |@HetOranjeKruis |@DofE Award Officer |Zangeres |@scoutingNL |,1047,538,1047,7,,ellen schepens,ellenschepens,1577,,http://www.ellenschepens.com,false
"11.95624,57.69445",Wed Apr 01 06:39:02 +0000 2020,,,https://www.instagram.com/p/B-bbGaiJGk4/?igshid=1mgjq3iovvt8j,0,1245239230164434944,,,,en,"Göteborg, Sverige",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Here in Göteborg the sun is shining and we have had a fantastic spring weather the last weeks. Blues skies and lots of blue tits and nuthatches singing in the trees. Nature doesn't at all seam sad about the corona… https://t.co/wpjK2VODki,https://twitter.com/Kakan_Roy/status/1245239230164434944,Sun Sep 11 19:45:50 +0000 2011,Kakan_Roy,false,"Jewellery maker, also running the jewellery gallery Four in Göteborg.",243,549,249,4,Göteborg,Karin Roy Andersson,Kakan_Roy,1686,,http://www.karin-roy.se,false
"-0.08604754,51.51013381",Wed Apr 01 05:46:58 +0000 2020,London underground corona commute covid19 socialdistancing morning commute,,https://www.instagram.com/p/B-bVJGIgJq8/?igshid=1omtzckduw12b,0,1245226125636317184,,,,en,"City of London, London",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#London #underground #corona #commute #covid19 #socialdistancing #morning #commute @ The Monument https://t.co/ZUjAmDffiu,https://twitter.com/yiquai/status/1245226125636317184,Sun Nov 13 19:21:49 +0000 2011,yiquai,false,Gardener and Photographer,19502,3056,4992,117,City of London,Charles Pycraft,yiquai,36467,,http://www.charliepycraft.co.uk,false
"77.219672,28.631747",Wed Apr 01 06:29:55 +0000 2020,mavic2pro mavic dji,,https://www.instagram.com/p/B-baDo1Aaas/?igshid=1gled2r9kxmml,0,1245236933711867905,,,,en,"नई दिल्ली, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Keeping myself busy and productive in this pandemic, create from home. Stay at home and help to fight against the corona virus 

djiglobal 
@DJIJAPAN 
djipro 
dji_india_official 

Shot on #mavic2pro #mavic #dji… https://t.co/yD1ED6kQe5",https://twitter.com/Cinematorseye/status/1245236933711867905,Sun Apr 15 07:34:29 +0000 2012,Cinematorseye,false,,88,7,7,0,,Gourav arya,Cinematorseye,170,,,false
"-122.19581,47.67777",Wed Apr 01 06:49:29 +0000 2020,,,https://www.instagram.com/p/B-bcNxBgg5M/?igshid=5h0vcxv9qev9,0,1245241860391665664,,,,en,"Kirkland, WA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Appraisals at time of Corona - can you still get them? @ Eyal Tropen, nmls-874253 Sr. Mortgage Loan Officer https://t.co/WtonJWfr15",https://twitter.com/EyalTropenMLO/status/1245241860391665664,Thu Jun 19 20:59:21 +0000 2014,EyalTropenMLO,false,"NMLS#874253
“Mortgage at the Speed of Life!”
Your life doesn't revolve around ""normal banking hours"", so why should we? American Pacific Mortgage NMLS#1850",4,11,22,1,"Kirkland, WA",Eyal Tropen Mortgage,EyalTropenMLO,331,,http://mortgage.tropens.com,false
"-111.92583895,33.46124801",Wed Apr 01 05:32:28 +0000 2020,cocktailwaitress bottleservice corona stayhome,,https://www.instagram.com/p/B-bTe0FhG6X/?igshid=48lmtzpktlvk,0,1245222478496043009,,,,en,"Scottsdale, AZ",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Recap b/c I miss work &amp; Serving you drinks🍾✨💸 

#cocktailwaitress #bottleservice #corona #stayhome @ Skin Cabaret https://t.co/YWa4VFa3YY",https://twitter.com/lyshaa_/status/1245222478496043009,Wed Aug 31 01:20:14 +0000 2011,lyshaa_,false,NE ✈️ AZ,16571,949,500,3,"Scottsdale, AZ",A🌹,lyshaa_,31871,,http://Instagram.com/lyshaag,false
