coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"-63.67941235,44.76198411",Sun Apr 12 20:30:27 +0000 2020,,,https://www.instagram.com/p/B-5O_gZntqh/?igshid=1qxxpyo8y80n0,0,1249434731172605952,,,,en,"Halifax, Nova Scotia",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Screw you Corona Virus. No one goes without Easter dinner on my watch!!! 14 meals of turkey, gravy, loaded mashed, bacon green beans, garlic &amp; herb turnip, honey thyme carrots &amp; parsnips, stuffing, homemade… https://t.co/m1utFk4PE4",https://twitter.com/BE_Media_Mixin/status/1249434731172605952,Thu May 01 19:04:33 +0000 2014,BE_Media_Mixin,false,"Love everything relating to advertising, Britney, and Batman. All while grabbing life by the balls without an apology.",645,659,1181,3,"Halifax, Nova Scotia",Bruce Eisan,BE_Media_Mixin,921,,http://about.me/beisan,false
"-9.2365,38.7267",Sun Apr 12 21:05:19 +0000 2020,,,https://www.instagram.com/p/B-5S-3TJpBk/?igshid=1q6mnt1gonan3,0,1249443504968945664,,,,en,"Oeiras, Portugal",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Papa Nurgle, the father os corona virus.
Feel the joy of necrosis and rejoice, Nurgle loves you little ones.
Drink of my pus and drown. 
A magnificent growning of a billion flies shall herald my coming. em Carnaxide https://t.co/I3Q4QpJGV2",https://twitter.com/Daemal/status/1249443504968945664,Fri Oct 23 22:35:03 +0000 2009,Daemal,false,"Sou Portuguesa, gosto de ocultismo e de aprender sobre religioes ancestrais.",3,23,17,1,Lisbon,DaeMal,Daemal,1123,,,false
"151.23281479,-33.89749204",Sun Apr 12 22:14:05 +0000 2020,,,https://www.instagram.com/p/B-5a2iQjS5A/?igshid=1d34t49uppls,0,1249460808045789184,,,,en,"Sydney, New South Wales",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","A moment of joy. Sneaky kids created this hideaway in the pine forest far away from the law where they gathered pine cones &amp; fallen branches, feathers &amp; leaves. A place to play &amp; write in corona. @TheCBCA cbcansw… https://t.co/vLtJvZOmgk",https://twitter.com/sgervay/status/1249460808045789184,Sun Jul 12 05:18:49 +0000 2009,sgervay,false,"I'm a writer, kids and young adult author, and a passionate anti-bullying advocate.",2188,1811,902,53,Sydney,Susanne Gervay,sgervay,3324,,http://www.sgervay.com,false
"18.58059494,-33.90985057",Sun Apr 12 19:45:13 +0000 2020,covid corona staysafe stayhome,,https://www.instagram.com/p/B-5J0XrHbeL/?igshid=aoyupopwdin0,0,1249423347030675457,,,,en,"Parow, South Africa",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#covid #corona #staysafe #stayhome 🇿🇦❤ ....jus miss working @ ♥hOme♥ https://t.co/4B9UrB5kdD,https://twitter.com/WexySa/status/1249423347030675457,Wed Sep 29 18:38:55 +0000 2010,WexySa,false,"A young person who's  passionate about Education|Speaker|Motivator|Mediator.
email: lwandoceza@gmail.com",13853,948,1682,2,"Cape Town, South Africa",#The4thRepublic,WexySa,6122,,http://instagram.com/Wexysa,false
"3.38346976,6.54445555",Sun Apr 12 20:09:32 +0000 2020,freestyle journeyboi li5boi music musician musicvideo dmw dde mavinrecords videostar rapper corona nigeria nigerian figofreestylechallenge figo thetribe,,https://www.instagram.com/p/B-5MFIdAiUc/?igshid=4ywe8alpbtw6,2,1249429465224052737,,,,en,"Lagos, Nigeria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Another one from @Vickzyboi his never tired #freestyle #journeyboi #li5boi #music #musician #musicvideo #dmw #dde #mavinrecords #videostar #rapper #corona #nigeria #nigerian #figofreestylechallenge #figo #thetribe… https://t.co/MfK7HBWNy9,https://twitter.com/Li5boi/status/1249429465224052737,Tue Mar 05 11:49:21 +0000 2019,Li5boi,false,Lyrically insane musically with the brain vickzyboi on YouTube go check me out,7530,64,186,0,"Lagos, Nigeria",Vickzy,Li5boi,540,,https://vickzy.home.blog,false
"53,32",Sun Apr 12 23:12:47 +0000 2020,CovidIran,,https://corona-scanner.com/country/iran,0,1249475580669681665,neilellis,1249475578002124800,14292054,en,جمهوری اسلامی ایران,false,0,,,"<a href=""http://google.com"" rel=""nofollow"">t_client_cli_neilellis</a>","🇮🇷 Iran

10 day forecast of 6,411 dead. This wave may last 93 days and see 651,383 cases and 9,119 deaths. Cases double every 23.2 days.

📈: https://t.co/Jgjr7p0Vr6

🕛 13/04 #CovidIran

3/4",https://twitter.com/neilellis/status/1249475580669681665,Thu Apr 03 10:13:37 +0000 2008,neilellis,false,"I am a computer programmer, who also spends a lot of time on his allotment.

The end of the world, is not the end of the world.",32581,552,260,60,UK,Neil Ellis,neilellis,34705,,,false
"30.63391542,-28.68284716",Sun Apr 12 20:00:57 +0000 2020,,,https://www.instagram.com/p/B-5LneNgVvm/?igshid=133lc237ucwmb,0,1249427303358181376,,,,en,South Africa,false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Stay at home Corona virus kills @ Mayezeni@Nocomboshe https://t.co/TMvY7nGhSc,https://twitter.com/Mdmyeza/status/1249427303358181376,Fri Feb 04 17:45:09 +0000 2011,Mdmyeza,false,"I lift up my eyes to the hills -- where does my help come from? My help comes from the LORD, the Maker of heaven and earth.
Psalm 121:1-2)",20,17,29,0,Msinga,Mthandeni Doctor Myeza,Mdmyeza,408,,http://www.mthandenimyeza.com,false
"-102.5382358,22.76265065",Sun Apr 12 20:28:13 +0000 2020,DailyFunnies deleteit iphoneapp appstore shake shakeitup shakey TheRona aka Corona,,https://www.instagram.com/p/B-5OmKLHma5/?igshid=h1c3ujmkwnhi,0,1249434165713473537,,,,en,"Zacatecas, México",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Follow @DaddyDaughterTi for #DailyFunnies
👆🏾ClickFollow &amp;/or a “😂”👆🏾 
.
#deleteit #iphoneapp #appstore #shake #shakeitup #shakey 
.
Upcoming Shows:
-They are normally posted here but #TheRona #aka #Corona… https://t.co/797zmjkCbR",https://twitter.com/MrPhilStrick/status/1249434165713473537,Thu Mar 12 12:49:14 +0000 2009,MrPhilStrick,false,"The MrPhilStrick is understood to be constrained by his world view, & is left w/ no choice but2take recourse in ruses to engender v/dramatic irony provoking,Ha.",15334,509,1012,7,Buckeye country,Phil Strickland,MrPhilStrick,14759,,http://facebook.com/mrphilstrick,false
"72.8764,19.0627",Sun Apr 12 20:08:04 +0000 2020,lockdown2020 corona yoggururishikesh love ishq loveinlockdown,,https://www.instagram.com/p/B-5Mbplj5zO/?igshid=kir72qq1bby9,0,1249429096343298048,,,,en,"मुंबई, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","By the way this corona is dead against love 💓. As the domestic violence cases have seen almost 💯% rise around the 🌎 world #lockdown2020 #corona #yoggururishikesh #love #ishq #loveinlockdown # @ Mumbai, Maharashtra https://t.co/ogB10l5e0k",https://twitter.com/Yogguruvivek/status/1249429096343298048,Wed Mar 29 05:52:00 +0000 2017,Yogguruvivek,false,"Yog Guru, Wellness consultant, Relationship counsellor and Vedic Astrologer",86,53,100,0,"Mumbai,India",Vivek Badoni,Yogguruvivek,147,,http://www.prakritivedicspa.com,false
"-86.775194,36.161907",Sun Apr 12 22:09:49 +0000 2020,LiveStreamMusic Rock Folk,,https://www.StreetJelly.com/FrankB,0,1249459736233345024,,,,en,"Nashville, TN",false,0,,,"<a href=""http://www.StreetJelly.com"" rel=""nofollow"">StreetJelly</a>","#LiveStreamMusic FrankB attempting a show, corona https://t.co/TxsLh9zctE #Rock #Folk",https://twitter.com/StreetJelly/status/1249459736233345024,Mon Mar 19 01:15:00 +0000 2012,StreetJelly,false,Live streaming musicians everywhere. Do you Jelly?,284,1405,1856,76,"Sevierville / Knoxville, TN",StreetJelly,StreetJelly,47157,,http://StreetJelly.com,false
