coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"145.0422836,-37.8895005",Fri Apr 03 10:15:29 +0000 2020,coronainspiredmovieconcept stephenking quentintarantino,,https://www.instagram.com/p/B-g9dVJg8tHo79Y7DwEwGGCHM8U693ZqqWUp680/?igshid=197l9crzo2g7e,0,1246018475988000768,,,,en,"Melbourne, Victoria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",TGIF: (Corona) Freaky Future Film ... #coronainspiredmovieconcept #stephenking #quentintarantino @ Some Where on Earth https://t.co/PR5nqrPk4T,https://twitter.com/pietsonck/status/1246018475988000768,Sun Jan 25 13:49:33 +0000 2009,pietsonck,false,"Producer/Director/Writer= (VR) Storyteller, aka iMi = Innovative Media Individual ... 'cause iPiet sounds so strange, doesn't it?",957,379,692,14,Belgium,Piet Sonck,pietsonck,3569,,,false
"72.8764,19.0627",Fri Apr 03 10:45:46 +0000 2020,corona stayhome staysafe india quarantinedtime,,https://www.instagram.com/p/B-hAAgOnxnp/?igshid=s7bknh6zwhln,0,1246026096266678274,,,,en,"मुंबई, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","🙈NOTE: NO OFFENSE, JUST FOR FUN😆🤓
•
•
#corona #stayhome #staysafe #india #quarantinedtime @ Mumbai, Maharashtra https://t.co/oAzk9zE5xq",https://twitter.com/vickzee/status/1246026096266678274,Wed Apr 13 13:15:59 +0000 2011,vickzee,false,Travel Blogger || Photographer || Digital Marketer ~ Instagram: Vickzee_rj,953,35,189,0,"Mumbai, India",vicky,vickzee,411,,https://youtu.be/5GG0iNFyXB8,false
"-0.07646978,51.53180431",Fri Apr 03 09:29:12 +0000 2020,geffryemuseum lockdown covid corona plaguedaze,,https://www.instagram.com/p/B-g4KnaH3V5/?igshid=l4zw6lk0276w,0,1246006827445346310,,,,en,"Hackney, London",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",".
Part of the museum redevelopment. Scheduled to open in the summer... until 🦠 
.
#geffryemuseum #lockdown #covid #corona #plaguedaze @ Museum of the Home https://t.co/GN1UW8QVEM",https://twitter.com/garageowns/status/1246006827445346310,Mon May 02 12:37:58 +0000 2011,garageowns,false,"artist, photographer & fun loving wino. Cult Figures singer-War On Fun",5697,361,634,55,❤️Nashville:soul*Memphis,Gary Jones,garageowns,23657,,http://www.flickr.com/photos/garageowns,false
"-0.07939436,51.47496745",Fri Apr 03 10:37:45 +0000 2020,Bathstore,,https://www.instagram.com/p/B-hAAP8IT-o/?igshid=j6pbxs6cpo1o,1,1246024081004285953,,,,en,"Camberwell, London",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Work in the time before Corona... 

Actually looking back at this new advert for #Bathstore we shot at the end of last year, the story is quite apt for right now. The hero comes home from work burdened with the… https://t.co/yjRxHPFdBy",https://twitter.com/emmacammack/status/1246024081004285953,Tue Jun 26 08:27:46 +0000 2007,emmacammack,false,"#Bodypainter #Artist - NAKED BEACH C4, Judge on SKIN WARS FRESH PAINT @Netflix Agent: mc@mandycoakley.co.uk Passionate about #BodyConfidence #FBPE She/her",17971,2257,1031,21,Between London & Germany ,Emma Cammack,emmacammack,4871,,http://www.emmacammack.com,false
"1.40625,47.98992167",Fri Apr 03 09:24:30 +0000 2020,enugbechallenge enugbe repost like comment corona stayhome stayathome stayhomestaysafe Quarantine covid coronavirus,,https://www.instagram.com/p/B-g2I8KgKMw/?igshid=10ppz4h8n4ft9,2,1246005647533125632,,,,en,"Le Mée, France",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Here comes my #enugbechallenge 
PLEASE HELP ME TAG @dotmanofficial TO SEE THIS!!! 
#enugbe 
#repost
#like
#comment
#corona
#stayhome 
#stayathome 
#stayhomestaysafe 
#Quarantine 
#covid 
#coronavirus @ STAY SAFE https://t.co/nafNQbqwOs",https://twitter.com/iam_cityman/status/1246005647533125632,Tue Jan 17 17:04:23 +0000 2017,iam_cityman,false,"UNSIGNED！！！
Afro World 🌍!!!
Entertainer||Song Writter||Music Artist
Proudly NIGERIAN
☎:+2349090225273
Nobody Dey Out Now！
Go Cop urs👇",981,279,70,0,"Lagos, Nigeria",Cityman,iam_cityman,1022,,https://audiomack.com/artist/officialcityman,false
"1.1907976,52.69189609",Fri Apr 03 09:43:27 +0000 2020,wensumvalleyangling,,https://www.instagram.com/p/B-g5y9rF-oz/?igshid=435bxfmpztsn,0,1246010416565805056,,,,en,"East, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Going live at 11am for the draw to win this loverly bundle and to announce not 1 but 2 great corona raffles... #wensumvalleyangling @ Wensum Valley Angling https://t.co/dihD6gLe2i,https://twitter.com/biddy1979/status/1246010416565805056,Sun Apr 22 20:56:19 +0000 2012,biddy1979,false,Superstar angler,10,88,336,0,Norwich,Daniel Brydon,biddy1979,202,,,false
"-0.08042819,51.53147227",Fri Apr 03 09:10:00 +0000 2020,lockdown covid corona plaguedaze,,https://www.instagram.com/p/B-g1-AmnH1q/?igshid=17wc2gles7cd6,0,1246001997167439873,,,,en,"Hackney, London",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",".
All quiet on the Hoxton front 
.
#lockdown #covid #corona #plaguedaze @ Hoxton Area, London. https://t.co/YRYtgwW4nE",https://twitter.com/garageowns/status/1246001997167439873,Mon May 02 12:37:58 +0000 2011,garageowns,false,"artist, photographer & fun loving wino. Cult Figures singer-War On Fun",5697,361,634,55,❤️Nashville:soul*Memphis,Gary Jones,garageowns,23657,,http://www.flickr.com/photos/garageowns,false
"144.9661,-37.8156",Fri Apr 03 11:09:43 +0000 2020,,,https://www.instagram.com/p/B-hDqzBnY_i/?igshid=hz9427gt6rm,0,1246032125398220800,,,,en,"Melbourne, Victoria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I pray that this world will be a lot better place after Corona Virus. That it be kinder, more caring of the weak and vulnerable, more giving, more loving, have time to appreciate the value of life, have time for… https://t.co/hAOxDZkj9p",https://twitter.com/sueearl/status/1246032125398220800,Wed Apr 08 05:35:56 +0000 2009,sueearl,false,"Love LIFE PEOPLE GOD; Following Jesus; Author, speaker biblical teacher; Pastor/Physio; 5 amazing kids; 3fosterkids 5 fantastic grandkids; Understanding Ezekiel",311,484,784,17,Australia,Sue Earl,sueearl,8891,,http://sueearl.com,false
"86.2072125,20.2241023",Fri Apr 03 10:12:13 +0000 2020,coronavirus corona pandemic lockdown fi8nessmotivation fitnessmotivation fit fitness workout workoutmotivation gymmotivation gym,,https://www.instagram.com/p/B-g9Fgbpfct/?igshid=1swmvpsidhmzs,0,1246017655066243072,,,,en,"उड़ीसा, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Now you know the secret of my fitness. It's in the genes.😉
.
.
.
#coronavirus #corona #pandemic #lockdown
#fi8nessmotivation #fitnessmotivation #fit #fitness #workout #workoutmotivation #gymmotivation #gym… https://t.co/ZUqKhOCFIS",https://twitter.com/Manoj_Kay/status/1246017655066243072,Sun Jul 05 06:54:03 +0000 2009,Manoj_Kay,false,"Quality Control Inspector by Profession | Founder of @gamersstopbam |
#BollywoodLover |
#FitnessFreak |
#Talented like hell |
#Fan of @geneliad since 2003😎",110,1749,185,11,"Hyderabad, India",Kumar Manoj,Manoj_Kay,10849,,http://www.facebook.com/Officialmanojkr,false
"29.12575404,41.02495387",Fri Apr 03 12:54:28 +0000 2020,lifeonhold coronashopping quarantine2020,,https://www.instagram.com/p/B-hPqEbJiwjmaHZTYeM3ZXlW7L21VyeHaP6CXo0/?igshid=46ivxqugz34f,0,1246058488310226945,,,,en,"İstanbul, Türkiye",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Love at the time of Corona V.
#lifeonhold #coronashopping #quarantine2020 @ İkea https://t.co/GyOrHkleK6",https://twitter.com/Shericamera/status/1246058488310226945,Sat May 28 05:26:16 +0000 2011,Shericamera,false,"Sound therapist, Mentor, Facilitator, Healer, Inspirational speaker.",458,205,186,13,Turkey,Shihiroo,Shericamera,2367,,http://www.soundtherapycentre.wordpress.com,false
