coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"85.39251,26.11759",Sun Apr 05 09:26:47 +0000 2020,,,https://www.instagram.com/p/B-mBeX-noGd/?igshid=tmyn101ake0u,0,1246730995593891840,,,,en,"पूर्व-मुज़फ़्फ़रनगर, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","🔥Tonight at 9 o'Clock Plz Burns 9 lamps for 9 minutes 
 🙏🙏🙏🔥🔥🔥🔥
""""12TH DAY OF FIGHT CORONA""
✊GO CORONA GO
@3fa4df950165490 👈👈👈
Go Corona Go
🙏🙏🙏🙏
Please take it day by day✊✊
🙏🙏🙏🙏
Type """"Yes """" if you agree 🔥🔥🔥
Please… https://t.co/jEo1ZbVssE",https://twitter.com/3fa4df950165490/status/1246730995593891840,Wed May 21 17:56:30 +0000 2014,3fa4df950165490,false,"guitarist Player...
love only myself
🙏🙏🙏 
crazy for doing Adventures",6,7,39,0,लक्ष्मी चौक (पश्चिम मुजफ्फरपुर,Raj Aryan,3fa4df950165490,298,,http://www.learnwitharyan.com,false
"3.9167,7.3964",Sun Apr 05 10:32:49 +0000 2020,,,https://www.instagram.com/p/B-mJB5AjHsS/?igshid=13jwcwa9kizz7,0,1246747616932769793,,,,en,"Ibadan, Nigeria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Brand New iPhone 7 @ 100,000 To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar rise and corona virus pandemic
NB: we won’t make us of the opportunity… https://t.co/vavSUpm6S5",https://twitter.com/OladejoRokeeb/status/1246747616932769793,Wed Mar 27 16:47:16 +0000 2019,OladejoRokeeb,false,"I Sell UK used to and brand New iPhone and Samsung
I sell series watches
I have the best rate for bitcoin and gift cards https://t.co/nEBD5Kt4gA",3057,206,198,1,,Coze__Store,OladejoRokeeb,1125,,,false
"12.56888889,55.67611111",Sun Apr 05 07:49:28 +0000 2020,YouTube skincare skincareroutine skin acne sick sickness corona,,https://www.instagram.com/p/B-l2KNZgGPb/?igshid=1m4jtshnyhsxk,0,1246706505925214209,,,,en,"København, Danmark",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","New video up! I’m sharing my story about being sick these past couple of weeks, and how my skincare routine has changed! Link in bio 💕 #YouTube #skincare #skincareroutine #skin #acne #sick #sickness #corona… https://t.co/kD0AXA9syl",https://twitter.com/Anitakord/status/1246706505925214209,Fri Aug 27 22:36:30 +0000 2010,Anitakord,false,,24606,91,111,12,"København, Danmark",Anita Kordrostamy,Anitakord,9432,,http://instagram.com/anitakordrostamy,false
"87.9511104,26.0975418",Sun Apr 05 09:42:44 +0000 2020,,,https://www.instagram.com/p/B-mC_M-ANAt/?igshid=18vytvx7ehczw,0,1246735010444578816,,,,en,"किसनगंज, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","👹...CORONA....👹.... keep yourself away .....💪...from Corona....🙋‍♂️ @ Mgm Medical College, Kishanganj https://t.co/9l02V6vIX0",https://twitter.com/GautamShreemant/status/1246735010444578816,Sat Jun 15 11:56:05 +0000 2019,GautamShreemant,false,PROUD OF INDIAN SECURITY FORCES...💪jase v hai..jaha v hai.. jiss tarah hai..fir v dil❤..hai HINDUSTANI..🇮🇳.. ASSIST PROF ( PAEDIATRICS) MGM Kishanganj BIHAR,244,181,773,0,,Shreemant Gautam,GautamShreemant,662,,,false
"79.42290289,13.63619384",Sun Apr 05 08:32:38 +0000 2020,corona india stayhome tirupati hellotirupati,,https://www.instagram.com/p/B-l7QNSDiEF/?igshid=mzq6ysariarz,0,1246717368484724742,,,,en,"तिरुपति, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","April 5th 09 PM ➡️ As a gesture of solidarity against the corona pandemic, India will go dark with candles, Diyas , and torches turned on for 9 minutes...

#corona #india #stayhome #tirupati #hellotirupati @ Tirupati… https://t.co/ww8t1Emm9G",https://twitter.com/hellotirupati/status/1246717368484724742,Fri Jan 12 14:31:53 +0000 2018,hellotirupati,false,HelloTirupati.in is a website which discovers the craziness happening in the city and reveal it to the people of Tirupati. follow us on Facebook,5,37,12,0,Tirupati,Hello Tirupati,hellotirupati,48,,https://hellotirupati.in,false
"80.27060109,13.07767569",Sun Apr 05 08:52:44 +0000 2020,YOURSELF loveurlife stayawayfromme stayawayfromnegativity LOVEYOURSELF gogogo corona,,https://www.instagram.com/p/B-l9lMBDiRg/?igshid=1vyubvuludf7b,0,1246722426240675840,,,,en,"Mylapore Tiruvallike, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Hey Everybody! Follow your practice of hygiene to keep #YOURSELF Healthy and Safe #loveurlife SOCIAL DISTANCING #stayawayfromme Let's be positive #stayawayfromnegativity 👌
#LOVEYOURSELF #gogogo #corona #😊👍✨ @ Home… https://t.co/FrnhQDf1dK",https://twitter.com/MoganaPriya7/status/1246722426240675840,Sun Dec 22 07:13:53 +0000 2013,MoganaPriya7,false,Love Nature. Happy Talks. Love U in Life. Keep Smiling folks 😎 {insta: moganapriya7},7668,123,89,0,"Chennai, Tamil Nadu. India",Mogana Priya,MoganaPriya7,560,,,false
"90,60",Sun Apr 05 08:17:54 +0000 2020,CovidRussia,,https://corona-scanner.com/country/russia https://twitter.com/neilellis/status/1241890008656687104,0,1246713660531187713,neilellis,1246713659423932400,14292054,en,"Енисейский район, Россия",false,0,,,"<a href=""http://google.com"" rel=""nofollow"">t_client_cli_neilellis</a>","🇷🇺 Russia: (Part 3)

Notes: Unreliable Data, Locked-down

🔮: 10📆 309💀
🔮: 72📆 35,574,807🤧 498,047💀

🦠x2: 3.3📆

See https://t.co/vBNColH3iP

🕗 05/04 #CovidRussia https://t.co/e98nivciYk",https://twitter.com/neilellis/status/1246713660531187713,Thu Apr 03 10:13:37 +0000 2008,neilellis,false,"I am a computer programmer, who also spends a lot of time on his allotment.

The end of the world, is not the end of the world.",32584,552,260,60,UK,Neil Ellis,neilellis,34706,,,false
"73.14680099,22.27797751",Sun Apr 05 08:16:37 +0000 2020,corona bansiresidency,,https://www.instagram.com/p/B-l5ciCJfCY/?igshid=oer2onxs1hei,0,1246713340199686144,,,,en,"वड़ोदरा, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",War against the #corona in Tower 6 #bansiresidency @ Astro Guru Dr. UC Dwivedii https://t.co/NX7N9HpflA,https://twitter.com/UCDwivedii/status/1246713340199686144,Thu Aug 04 15:18:55 +0000 2011,UCDwivedii,false,"Astrologer and Vastu Shastra Consultant, having 5 Star more than 300+ reviews on Google map. For more details Google Dr Umesh Dwivedii",192,743,3503,0,Vadodara,AstroGuru DrUmeshDwivedii,UCDwivedii,591,,http://about.me/AstrologerUCDwivedii,false
"16,63",Sun Apr 05 08:26:39 +0000 2020,CovidSweden,,https://corona-scanner.com/country/sweden https://twitter.com/neilellis/status/1241890008656687104,0,1246715865602588673,neilellis,1246715864428183600,14292054,en,"Bräcke, Sverige",false,0,,,"<a href=""http://google.com"" rel=""nofollow"">t_client_cli_neilellis</a>","🇸🇪 Sweden: (Part 3)

Notes: Social Distancing, No Lock-down, 'Herd Immunity'

🔮: 10📆 951💀
🔮: 71📆 2,108,679🤧 29,522💀

🦠x2: 7.2📆

See https://t.co/VVVYY4jxQp

🕗 05/04 #CovidSweden https://t.co/e98nivciYk",https://twitter.com/neilellis/status/1246715865602588673,Thu Apr 03 10:13:37 +0000 2008,neilellis,false,"I am a computer programmer, who also spends a lot of time on his allotment.

The end of the world, is not the end of the world.",32584,552,260,60,UK,Neil Ellis,neilellis,34706,,,false
"78.0333,30.3167",Sun Apr 05 10:23:31 +0000 2020,corona quarantine dinner quarantinefood quarantinelunch notbored cleansing microbesrule homealone dontpanicshop,,https://www.instagram.com/p/B-mH-EVD-K3/?igshid=15e4u1yxjcxer,0,1246745272568381441,,,,en,"देहरादून, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Quarantine Day 9 - Dinner ! The Sounth Indian reply to the Anda Parantha
#corona #quarantine #dinner #quarantinefood #quarantinelunch #notbored #cleansing #microbesrule #homealone #dontpanicshop… https://t.co/qz08QtKciR",https://twitter.com/ArunKumarAnant/status/1246745272568381441,Sat Jul 30 17:23:07 +0000 2011,ArunKumarAnant,false,,7,138,72,2,"Dehradun, India",Arun Kumar. A,ArunKumarAnant,1030,,http://savenaturesavehuman.blogspot.in,false
